prolific_id,viss.aims.1,viss.aims.2,viss.aims.3,viss.coi.1,viss.coi.2,viss.consensus.1,viss.consensus.2,viss.fallible.1,viss.fallible.2,viss.ir,viss.nonsubj.1,viss.nonsubj.2,viss.pluralism.1,viss.pluralism.3,viss.stdpt,viss.value.conflict,viss.vfi.1,viss.vfi.2,viss.wait.policy,coss.1,coss.2,coss.3,coss.4,coss.5,coss.6,gss_college,gss_congress,gss_k12,gss_companies,gss_medicine,gss_science,effect,scientism.reality,scientism.higher.pow,scientism.truth,scientism.knowledge,scientism.morality,scientism.evolution,scientism.questions,scientism.problems,scientism.malleabl,scientism.critique,scientism.benefits,scientism.value,osi.timer_firstclick,osi.timer_lastclick,osi.timer_pagesubmit,osi.timer_clickcount,osi.radioactive,osi.nitrogen,osi.copernicus.1,osi.copernicus.2,osi.valid,osi.prob1,osi.prob2,osi.die,osi.bucks,osi.lillypad,osi.lasers,osi.electrons,osi.antibiotics,age,gender_id,gender_lived,race_ethnicity,religious,occupation,politics,party,rwa.conservatism.1,rwa.conservatism.2,rwa.conservatism.3,rwa.conservatism.4,rwa.conservatism.5,rwa.conservatism.6,rwa.traditionalism.1,rwa.traditionalism.2,rwa.traditionalism.3,rwa.traditionalism.4,rwa.traditionalism.5,rwa.traditionalism.6,rwa.authoritarianism.1,rwa.authoritarianism.2,rwa.authoritarianism.3,rwa.authoritarianism.4,rwa.authoritarianism.5,rwa.authoritarianism.6,coss,scientism,rwa.conservatism,rwa.traditionalism,rwa.authoritarianism,rwa,occ_prestige,osi_score
9e64880b2aa7f41d8fe5cd59496f6481eaee40e512be04e2a35d9ad2,7,7,5,5,6,2,2,2,3,6,5,5,3,3,4,5,6,2,5,2,5,3,6,6,6,3,2,3,2,3,3,3,4,3,4,3,3,4,3,4,4,3,3,3,6.09,222.44,339.086,15,FALSE,Oxygen,Earth goes around the Sun,1 year,The second way,No,Yes,511,10,47,FALSE,TRUE,FALSE,28,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,3-6 months,1,Democrat,1,6,3,5,7,2,3,7,7,2,7,1,3,5,2,6,2,6,4.666666666666667,3.4166666666666665,4,4.5,4,4.166666666666667,NA,9
61d8a3d1858738e42a4e71438ea42514a26c44d9883a8ec91588a54b,6,3,3,3,6,2,2,2,2,3,5,5,2,2,5,3,6,5,4,5,5,3,3,6,6,3,2,4,3,4,3,3,4,3,3,3,3,4,3,4,3,2,3,3,4.553,128.065,132.681,19,FALSE,Carbon Dioxide,Earth goes around the Sun,1 day,The second way,No,No,500,10,47,FALSE,FALSE,FALSE,40,Man/Male,Man/Male,"Hispanic: A person of Mexican, Puerto Rican, Cuban, Central, or South America, or other Spanish culture or origin, regardless of race,White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",4,Network and Computer Systems Administrator,6,Republican,5,4,4,3,4,4,4,2,3,2,3,2,5,1,5,1,5,4,4.666666666666667,3.1666666666666665,4,2.6666666666666665,3.5,3.388888888888889,68.57,6
64f08921112493df1d195b5e293db6630b8d03321e175fbbae1df55b,6,4,3,3,5,3,2,2,2,5,6,4,3,5,6,4,5,3,5,5,5,4,4,5,4,4,2,3,3,4,3,2,3,3,4,3,3,4,3,4,3,3,3,4,5.034,103.072,105.789,24,FALSE,Carbon Dioxide,Earth goes around the Sun,1 year,The second way,No,Yes,500,1,24,TRUE,FALSE,FALSE,26,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",2,Real Estate Sales Agent,4,Independent,5,5,3,5,4,5,5,4,6,3,5,2,4,4,5,3,5,5,4.5,3.3333333333333335,4.5,4.166666666666667,4.333333333333333,4.333333333333333,51.33,7
bd2499561d0456a7a52fdb41ae15516d1cbc781acace5149a70b728f,6,6,4,7,7,6,1,1,7,7,7,1,3,1,4,6,6,1,5,2,2,2,7,7,2,2,1,2,2,1,1,1,3,3,2,3,5,3,2,3,4,1,3,3,80.051,521.359,527.631,17,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,Yes,No,500,1,24,FALSE,TRUE,TRUE,34,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",5,Supervisor/Manager of Construction and/or Extraction Workers,7,Republican,7,2,7,1,1,2,7,2,3,2,1,3,4,2,3,1,5,1,3.6666666666666665,2.9166666666666665,3.3333333333333335,3,2.6666666666666665,3,51.16,7
0e0df101a16a2c816e4276b40e8bc0384020050652eafaef33ca3728,5,5,6,4,4,2,1,1,6,7,3,4,4,5,5,5,6,4,3,3,2,1,5,5,3,3,1,2,2,3,4,3,2,3,2,4,3,2,3,3,3,2,3,3,2.736,170.2,175.025,40,FALSE,Carbon Dioxide,Earth goes around the Sun,1 day,The second way,No,Yes,500,10,47,FALSE,TRUE,TRUE,7,"Woman/Female,Man/Male",Man/Male,"Asian or Pacific Islander: A person having origins in any of the original peoples of the Far East, Southeast Asia, the Indian subcontinent or the Pacific Islands",2,NA,4,Independent,3,3,3,5,6,2,4,6,7,4,3,1,4,1,4,3,5,2,3.1666666666666665,2.75,3.6666666666666665,4.166666666666667,3.1666666666666665,3.6666666666666665,NA,7
f5da3f552519d30c0b5d927ad400523f2ca90316b9bfeed89e7425c1,6,5,5,4,5,5,5,3,5,5,5,6,5,5,5,4,5,4,5,2,3,6,6,6,5,4,2,2,2,2,4,3,3,2,3,3,3,4,3,4,3,2,3,3,2.375,231.187,233.919,59,FALSE,Carbon Dioxide,Sun goes around the Earth,NA,The first way,No,Yes,300,10,24,FALSE,TRUE,TRUE,24,Man/Male,Man/Male,"Hispanic: A person of Mexican, Puerto Rican, Cuban, Central, or South America, or other Spanish culture or origin, regardless of race",2,3-6 months,4,Independent,5,3,5,3,3,6,3,2,4,3,3,3,2,3,2,3,3,3,4.666666666666667,3,4.166666666666667,3,2.6666666666666665,3.2777777777777777,NA,5
03a804816538d8a6ad2ee94601937abdd581f69a84e8f4b01f8c0edf,7,7,5,2,5,1,1,1,1,5,3,6,1,3,7,5,7,1,3,7,6,6,1,1,7,5,1,4,1,5,5,3,3,2,3,3,3,4,3,5,4,3,3,3,2.812,82.527,85.026,13,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,18,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,Librarian,1,Democrat,1,7,1,7,7,1,1,7,7,1,7,1,4,7,5,7,1,7,4.666666666666667,3.25,4,4,5.166666666666667,4.388888888888889,47.62,10
219aec97376335c67f55d51d6df4254da60370164bfd7bbc83df1650,7,6,2,2,3,2,1,1,2,5,3,3,2,2,6,3,6,2,6,6,5,3,6,1,6,4,2,3,1,4,4,3,4,3,4,4,3,4,4,5,4,3,4,3,4.452,199.627,233.069,36,FALSE,Oxygen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,18,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,Bartender,1,Democrat,2,7,2,6,6,1,2,7,7,1,7,1,2,5,2,6,3,7,4.5,3.75,4,4.166666666666667,4.166666666666667,4.111111111111112,33.37,9
f2004e2619fccd0b9035d538145664c65315bc996bec46299e223a0a,6,6,5,3,5,4,2,2,2,3,5,5,2,2,6,2,3,2,3,6,6,6,6,6,6,3,1,2,1,3,4,3,3,4,3,3,4,4,4,5,3,3,3,4,3.489,64.722,80.194,14,FALSE,Hydrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,8,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,Graduate School,2,Democrat,2,6,2,6,6,2,2,6,7,2,6,1,2,6,2,6,2,5,6,3.5833333333333335,4,4,3.8333333333333335,3.9444444444444446,NA,9
6bc0260aba457733b3ad06776474e7091168e449b73e2c7854454acd,7,7,3,3,6,2,1,1,6,3,6,2,6,7,5,5,6,2,5,5,5,3,6,6,6,3,2,2,2,4,4,3,3,2,4,3,3,3,3,3,4,2,3,3,1.184,345.862,350.566,60,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,TRUE,TRUE,TRUE,25,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,NA,4,Republican,3,6,2,6,6,3,2,6,6,2,5,1,3,3,5,2,6,3,5.166666666666667,3,4.333333333333333,3.6666666666666665,3.6666666666666665,3.888888888888889,NA,8
4f55befaf6eecdd7a9a0ac2da28d952fe79712e6cb9dd87761a35b4f,6,4,4,4,5,4,2,2,4,5,5,4,4,4,6,3,4,4,4,3,4,3,4,4,3,3,2,3,3,3,3,2,3,2,4,3,3,2,2,3,3,2,3,3,2.404,157.123,163.477,20,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,16,FALSE,TRUE,TRUE,14,Man/Male,Man/Male,"Hispanic: A person of Mexican, Puerto Rican, Cuban, Central, or South America, or other Spanish culture or origin, regardless of race",2,"Laborer - Freight, Stock, and/or Material Moving",5,Independent,5,4,4,3,4,4,4,3,2,5,2,6,4,3,4,2,4,4,3.5,2.75,4,3.6666666666666665,3.5,3.7222222222222223,31.24,9
c24283aec63f788b67a5d73666d044007e10823de77c6c98c80bdba6,7,5,2,3,5,5,3,2,2,6,6,3,6,5,5,3,4,2,6,4,3,3,5,5,5,2,1,2,1,2,3,2,2,3,3,3,3,3,3,4,3,1,3,2,4.365,228.861,231.942,37,FALSE,Nitrogen,Earth goes around the Sun,1 year,The first way,No,Yes,500,10,47,FALSE,TRUE,FALSE,30,Woman/Female,Woman/Female,"American Indian or Alaskan Native: A person having origins in any of the original peoples of North America, and who maintains cultural identification through tribal affiliation or community recognition,White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,"Claims Adjuster, Examiner, and/or Investigator",3,Democrat,2,6,2,5,6,1,2,6,6,2,6,2,2,6,2,6,1,6,4.166666666666667,2.75,3.6666666666666665,4,3.8333333333333335,3.8333333333333335,49.65,9
45977d03d9c631b514d24021a0042b3436994b9fb4805f6a9deb06e0,7,5,2,5,7,4,1,1,6,1,7,7,4,1,4,3,7,7,5,3,1,2,4,1,6,1,1,1,1,3,3,2,4,2,3,3,3,2,3,5,3,2,3,3,3.903,265.423,279.512,18,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,TRUE,TRUE,TRUE,12,Woman/Female,Woman/Female,"Hispanic: A person of Mexican, Puerto Rican, Cuban, Central, or South America, or other Spanish culture or origin, regardless of race",1,Computer Software Engineer,5,Independent,4,7,4,6,7,3,4,4,4,4,1,2,4,1,4,2,7,2,2.8333333333333335,3,5.166666666666667,3.1666666666666665,3.3333333333333335,3.888888888888889,71.95,8
0026f65914648ec4d02b96b44b3a7b1b3e5bb7912b34c66b4a6f881e,6,5,1,5,7,2,1,1,2,7,6,6,1,1,6,4,6,2,3,7,2,5,3,3,6,4,1,3,1,3,4,3,3,3,4,3,3,4,1,4,3,3,3,3,6.281,120.022,128.246,13,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,5,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,Other - Forestry Worker,3,Democrat,2,6,1,6,7,1,2,7,7,2,7,1,3,5,3,5,3,5,4.333333333333333,3.0833333333333335,3.8333333333333335,4.333333333333333,4,4.055555555555555,46.92,10
c39374abb134a74ee3aa90fd8c88cd6ec9228542dd26dff57bc9046b,6,6,5,3,6,3,1,1,2,7,2,6,5,3,4,1,3,3,3,3,5,3,6,3,5,3,2,4,2,4,3,3,4,2,3,3,3,2,2,4,4,2,3,3,8.025,129.511,136.992,14,FALSE,Oxygen,Earth goes around the Sun,1 day,The second way,No,Yes,500,10,47,TRUE,TRUE,FALSE,13,Woman/Female,Woman/Female,Black: A person having origins in any of the Black racial groups of Africa,1,Packer and/or Packager,5,Independent,7,5,4,5,5,3,5,6,5,6,3,3,5,2,5,3,5,3,4.166666666666667,2.9166666666666665,4.833333333333333,4.666666666666667,3.8333333333333335,4.444444444444445,28.05,7
0a806cbe3776f4e9705ea2dfdd810851e5ca3b8c4ee633dd9e10289d,7,5,5,1,1,5,1,2,2,3,4,5,5,4,3,5,5,6,5,5,7,6,3,6,3,4,2,4,3,4,5,3,5,3,3,2,3,4,3,3,3,2,4,3,3.873,179.936,180.951,45,TRUE,Oxygen,Earth goes around the Sun,1 year,The first way,No,Yes,300,100,12,FALSE,FALSE,TRUE,12,Man/Male,Man/Male,"Hispanic: A person of Mexican, Puerto Rican, Cuban, Central, or South America, or other Spanish culture or origin, regardless of race",1,Supervisor/Manager of Food Preparation and Serving Workers,4,Independent,6,2,6,5,6,3,3,6,7,2,4,1,3,3,1,5,3,3,5,3.1666666666666665,4.666666666666667,3.8333333333333335,3,3.8333333333333335,41.28,5
b54d8bc32adf5a0864e796d0e2b9d1480a08a1c73e6edf6a4a9f28d8,7,6,5,2,5,1,1,1,2,3,4,2,2,6,7,5,2,2,1,7,7,6,1,1,7,3,2,2,1,4,4,3,4,3,3,3,3,4,3,5,3,3,3,3,4.7,82.468,87.721,14,FALSE,Oxygen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,FALSE,FALSE,33,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,Retail Salesperson,1,Democrat,1,7,3,7,7,1,5,7,7,1,7,1,1,7,3,7,1,7,4.833333333333333,3.3333333333333335,4.333333333333333,4.666666666666667,4.333333333333333,4.444444444444445,31.04,8
001fb8e06e8fd9d21df51e939df40411474236e3ba30c7ad9d801b87,7,6,1,2,2,1,1,1,6,7,7,7,3,6,4,2,6,2,3,5,5,4,6,6,7,3,2,3,2,5,5,3,4,3,4,3,3,3,3,4,4,1,4,3,5.229,248.201,249.763,28,FALSE,Oxygen,Earth goes around the Sun,1 year,The second way,No,Yes,500,1,47,FALSE,FALSE,TRUE,12,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,more than 6 months,2,Independent,3,4,2,4,4,4,1,6,7,4,4,1,4,4,4,4,4,5,5.5,3.25,3.5,3.8333333333333335,4.166666666666667,3.8333333333333335,NA,7
af2c1479200667cfeb1b8bfa03bee8bbc473481eba6d9a7b41ab5079,5,4,4,4,4,2,4,4,4,3,5,4,4,4,4,3,4,3,4,3,2,4,7,4,3,1,2,2,1,1,2,2,2,3,3,2,4,2,2,4,3,2,3,3,1.749,61.839,63.476,33,FALSE,Nitrogen,Earth goes around the Sun,1 year,The first way,No,No,500,10,13,FALSE,TRUE,FALSE,15,Man/Male,Man/Male,"Hispanic: A person of Mexican, Puerto Rican, Cuban, Central, or South America, or other Spanish culture or origin, regardless of race,White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,less than a month,4,Independent,3,4,2,4,5,1,4,3,4,4,4,3,3,4,1,4,4,4,3.8333333333333335,2.75,3.1666666666666665,3.6666666666666665,3.3333333333333335,3.388888888888889,NA,8
1e400256080b097218cde1c1b37d70258605d8e3dd0fe5f2b7f42d14,6,6,4,4,4,2,2,2,2,2,5,2,2,4,4,2,6,2,2,4,6,6,6,3,6,3,2,2,2,4,4,3,4,4,4,4,4,5,4,4,3,2,4,4,10.676,116.761,128.116,14,FALSE,Hydrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,TRUE,32,Man/Male,Man/Male,Black: A person having origins in any of the Black racial groups of Africa,1,Special Education Teacher - Middle School,5,Independent,4,3,2,3,4,2,5,4,6,2,4,2,4,2,5,2,5,3,5.166666666666667,3.8333333333333335,3,3.8333333333333335,3.5,3.4444444444444446,57.56,8
820efa6d1d70148adedbd4944317cb60d79e45b38fd26a40f2056c11,7,6,6,6,7,3,1,1,3,3,5,5,1,4,6,3,6,2,5,6,3,6,1,1,7,2,2,2,1,4,4,3,3,2,3,3,1,3,3,5,3,1,3,4,2.349,69.347,73.252,34,FALSE,Hydrogen,Earth goes around the Sun,1 year,The first way,No,Yes,500,10,8,FALSE,FALSE,FALSE,9,Genderqueer/Gender Non-binary/Gender Fluid,Sometimes a man/male sometimes a woman/female,"Asian or Pacific Islander: A person having origins in any of the original peoples of the Far East, Southeast Asia, the Indian subcontinent or the Pacific Islands",1,Registered Nurse,3,Independent,3,4,4,4,4,3,3,6,7,4,7,2,4,5,3,4,4,5,4,2.8333333333333335,3.6666666666666665,4.833333333333333,4.166666666666667,4.222222222222222,68.03,7
55148c7ca8ea13f059a6f2ececf902fd62b05d8d3f8445662f851fc5,6,6,4,4,4,4,1,1,1,4,4,4,7,4,7,6,3,4,4,4,4,4,5,5,4,1,1,3,1,3,3,3,3,2,4,3,3,3,3,5,3,3,3,3,5.419,173.847,178.858,35,FALSE,Oxygen,Earth goes around the Sun,1 year,The second way,No,Yes,333,10,24,TRUE,TRUE,TRUE,8,Woman/Female,Woman/Female,"Asian or Pacific Islander: A person having origins in any of the original peoples of the Far East, Southeast Asia, the Indian subcontinent or the Pacific Islands",1,Community College,NA,Independent,1,7,1,7,7,1,1,7,7,4,7,1,1,7,1,7,1,7,4.333333333333333,3.1666666666666665,4,4.5,4,4.166666666666667,NA,7
ad968763c821aab2902ccd15594055d76599fb747d0696f3171a1564,7,7,3,2,6,1,2,2,2,4,7,3,2,2,7,5,6,6,6,4,5,6,1,1,7,5,3,4,2,5,5,3,3,4,4,3,2,4,4,5,3,4,4,3,4.56,335.131,337.077,22,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,TRUE,6,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,Other - Business Worker,2,Democrat,4,5,3,6,5,2,4,6,7,3,6,2,2,5,3,5,3,5,4,3.5833333333333335,4.166666666666667,4.666666666666667,3.8333333333333335,4.222222222222222,57.52,9
57ebc256142158a79789f37a34c14d891e15bdf464f42adae6b56eaa,5,5,2,3,4,2,2,3,3,5,5,5,3,4,4,3,4,4,4,5,4,4,5,3,5,3,2,2,2,2,3,2,3,2,4,3,4,3,3,2,4,2,3,3,5.661,239.569,249.593,21,TRUE,Carbon Dioxide,Sun goes around the Earth,NA,The first way,Yes,Yes,333,10,24,TRUE,TRUE,FALSE,30,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,"Office Clerk, General",4,Independent,6,3,6,4,2,6,4,2,4,4,4,3,5,3,4,4,5,4,4.333333333333333,3,4.5,3.5,4.166666666666667,4.055555555555555,39.34,3
60898f6bf3ec866e95e6f2e9f8225d9b7a56ce3960a67ceff0f71238,6,5,5,4,6,5,2,2,2,6,6,6,2,2,5,4,6,4,4,5,4,6,6,6,5,4,3,4,3,4,4,2,3,1,3,3,4,2,2,4,4,1,3,3,9.54,289.845,292.706,14,FALSE,Carbon Dioxide,Earth goes around the Sun,1 day,The second way,No,Yes,500,10,24,FALSE,TRUE,FALSE,36,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",5,Retired,6,Republican,6,6,5,2,3,3,3,3,2,6,2,6,4,3,5,2,5,4,5.333333333333333,2.75,4.166666666666667,3.6666666666666665,3.8333333333333335,3.888888888888889,NA,8
33d080df0a5b72257448369af046b141aeda8b72930287a6788f784b,7,7,7,5,5,1,1,1,3,6,1,6,1,2,7,4,5,6,3,7,6,5,1,1,7,4,4,5,3,5,5,3,2,3,4,3,4,3,3,4,3,2,4,3,7.152,150.22,155.214,28,FALSE,Hydrogen,Earth goes around the Sun,1 day,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,42,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",2,Retail Salesperson,6,Republican,6,3,6,2,2,3,6,2,6,1,1,1,6,1,7,1,7,2,4.5,3.1666666666666665,3.6666666666666665,2.8333333333333335,4,3.5,31.04,8
10fb23e7be38a718bf93ba3b0a2054ae9c0e44a9d66ef2fbb32f2dc9,7,5,3,4,5,1,1,1,2,2,4,2,1,1,6,2,6,1,2,6,3,3,1,6,7,3,2,3,2,4,5,3,2,3,3,4,3,4,3,4,3,3,3,3,35.782,230.746,235.817,14,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,22,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",2,Other - Entertainer and/or Performer,5,Independent,4,6,3,6,6,2,4,4,7,2,5,1,1,3,2,5,4,6,4.333333333333333,3.1666666666666665,4.5,3.8333333333333335,3.5,3.9444444444444446,69.23,10
8d5e24e849d58ac0dfd8df20002d08478d90d16f2009c1126e43e638,6,6,5,4,5,5,5,4,3,6,4,6,4,6,4,1,5,4,6,4,5,5,3,3,2,4,3,4,4,4,4,3,2,2,5,3,3,3,3,3,2,2,3,3,7.779,175.321,178.004,24,TRUE,Nitrogen,Earth goes around the Sun,1 year,The second way,Yes,Yes,333,10,47,TRUE,FALSE,TRUE,44,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",6,Operations Research Analyst,6,Republican,2,2,5,2,2,6,4,2,1,6,2,6,5,6,6,3,3,5,3.6666666666666665,2.8333333333333335,3.1666666666666665,3.5,4.666666666666667,3.7777777777777777,67.42,5
0b0733ad232a6b9120aa0d54a34bef955693ced21dd79c080232464b,6,5,5,3,4,2,2,2,2,2,3,2,2,3,4,4,6,4,3,5,5,4,3,6,6,4,2,4,3,4,4,3,3,2,4,3,3,3,3,4,4,2,4,4,4.471,120.675,124.845,30,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,22,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",3,Supervisors/Manager of Non-Retail Sales Workers,5,Independent,5,5,3,4,3,5,3,4,5,5,2,2,6,2,6,3,5,3,4.833333333333333,3.25,4.166666666666667,3.5,4.166666666666667,3.9444444444444446,49.63,10
f1246d3a1c72e07e16f956a5691e056889bd9461fbc3150068bb0fd5,7,6,2,5,6,3,1,1,1,5,7,4,2,2,5,5,1,1,5,7,6,6,6,1,7,2,2,4,2,4,4,2,3,1,3,3,3,4,3,4,3,2,4,3,8.17,154.831,162.78,15,FALSE,Oxygen,Earth goes around the Sun,1 year,The second way,No,Yes,500,1,12,TRUE,TRUE,FALSE,37,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,NA,4,Democrat,5,5,4,5,5,2,4,6,7,1,4,1,1,5,1,5,6,4,5.5,3,4.333333333333333,3.8333333333333335,3.6666666666666665,3.944444444444444,NA,8
14b548749d871e60755dbea4c88d1c701dfb892805a990f038fd974c,7,7,2,5,6,5,1,1,5,1,6,6,1,1,6,6,7,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,3,3,3,2,1,4,3,1,3,3,2.814,113.315,116.909,16,FALSE,Hydrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,23,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,General and Operations Manager,4,Independent,2,7,2,6,5,3,4,5,4,3,3,4,1,7,1,6,1,7,1.5,2.3333333333333335,4.166666666666667,3.8333333333333335,3.8333333333333335,3.9444444444444446,59.14,9
5588b60e3d26e4e32f51a39e94493ea9065fdfcd0edacf72f5e01d7a,5,2,2,3,3,3,1,1,3,5,6,3,1,1,4,1,5,3,3,4,5,6,4,5,5,3,3,3,3,4,3,2,2,2,4,3,1,1,2,3,4,2,3,3,9.564,165.469,182.923,14,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,45,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",6,Chief Executive Officers,7,Republican,7,5,7,5,3,5,1,2,1,7,1,7,5,3,3,4,6,5,4.833333333333333,2.5,5.333333333333333,3.1666666666666665,4.333333333333333,4.277777777777778,80.37,10
f34c79b7e6bbd624cb7ecc742c91f7c0f3e966cb129472b41fa892eb,7,6,2,2,4,1,1,2,2,4,5,6,1,4,6,4,4,4,4,7,6,5,1,1,7,2,2,2,1,5,4,3,4,3,4,4,3,4,3,4,4,3,4,3,5.747,114.494,118.21,21,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,13,Man/Male,Man/Male,"Asian or Pacific Islander: A person having origins in any of the original peoples of the Far East, Southeast Asia, the Indian subcontinent or the Pacific Islands",2,Family and General Practitioner,4,Independent,4,6,3,5,5,2,3,6,7,2,6,1,4,6,4,4,4,4,4.5,3.5833333333333335,4.166666666666667,4.166666666666667,4.333333333333333,4.222222222222222,78.97,10
f33b9fe6413256441dfb8cd6741f54c3ae38a30eb1929f5822310c52,6,6,1,5,7,1,1,2,1,1,6,7,2,5,7,1,6,7,5,7,7,7,1,1,7,4,1,3,1,3,5,3,3,5,5,4,3,5,4,1,4,3,4,4,1.636,55.632,58.188,17,FALSE,Hydrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,FALSE,FALSE,17,Woman/Female,Woman/Female,"Asian or Pacific Islander: A person having origins in any of the original peoples of the Far East, Southeast Asia, the Indian subcontinent or the Pacific Islands",1,Other - Office and Administrative Support Worker,1,Democrat,1,7,1,7,7,1,2,7,7,2,7,1,2,6,1,7,1,7,5,3.75,4,4.333333333333333,4,4.111111111111111,42.51,8
5dba7c6061004d7ba3f584cd85edf13c7adbba80db6f4e080f943c60,7,7,5,1,1,1,1,1,1,3,4,6,3,7,7,5,7,1,5,7,7,7,1,1,7,5,2,5,2,2,5,3,3,3,4,3,3,4,3,5,4,3,4,3,3.301,117.406,120.746,50,FALSE,Oxygen,Earth goes around the Sun,1 year,The second way,No,Yes,400,1,24,TRUE,TRUE,FALSE,10,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,"Other - Education, Training, or Library Worker",1,Democrat,4,4,3,5,5,2,3,4,7,5,3,3,3,6,3,4,3,4,5,3.5,3.8333333333333335,4.166666666666667,3.8333333333333335,3.9444444444444446,51.98,8
3a660ebfc8ce2efd9936d1f2a5851d53ca40ad291c3bb6a23a479a3d,6,4,4,4,5,4,1,2,1,4,2,1,1,2,6,3,7,2,6,4,4,3,5,6,6,3,2,4,3,3,3,3,2,5,3,3,5,4,3,3,3,2,3,3,2.466,64.473,77.374,18,FALSE,Oxygen,Earth goes around the Sun,1 year,The first way,No,No,500,10,47,TRUE,FALSE,FALSE,25,Man/Male,Man/Male,"Asian or Pacific Islander: A person having origins in any of the original peoples of the Far East, Southeast Asia, the Indian subcontinent or the Pacific Islands",1,Accountant,4,Independent,6,4,4,2,4,4,2,2,4,1,4,1,4,1,6,3,4,3,4.666666666666667,3.25,4,2.3333333333333335,3.5,3.2777777777777777,62.78,5
